Category,Sample_Count,Word_Count_Min,Word_Count_Max,Word_Count_Avg,Char_Length_Min,Char_Length_Max,Char_Length_Avg,Top_10_Words
Japanese,6,51,70,60.333333333333336,304,418,359.1666666666667,"japanese(16), api(13), application(9), developers(7), allows(6), integrate(6), ntt(6), resonant(6), provider(6), goo(6)"
Discounts,1,148,148,148.0,896,896,896.0,"media(3), api(3), portal(2), offers(2), integrate(2), retail(2), marketing(2), platforms(2), shopper(2), retailers(2)"
Chinese,2,76,83,79.5,483,507,495.0,"api(7), chinesepod(5), chinese(3), functionality(3), ctp(3), allows(3), library(3), learning(3), access(3), text(2)"
Grocery,3,27,112,71.0,167,672,439.3333333333333,"api(7), information(5), mastercourses(3), shopping(3), intelichoice(3), database(3), tools(3), developers(2), rest(2), grocery(2)"
Training,2,41,51,46.0,258,313,285.5,"api(3), access(3), go1(3), managing(3), forio(2), provides(2), platform(2), data(2), allows(2), integrate(2)"
Gifts,2,65,68,66.5,362,391,376.5,"gift(6), api(5), card(4), cards(3), digital(2), access(2), national(2), enables(2), egift(2), program(2)"
Motion,3,58,88,69.66666666666667,372,468,412.3333333333333,"motion(6), api(6), allows(3), integrate(3), developers(3), placemeter(3), applications(3), data(3), places(3), sense360(3)"
Authorization,3,65,71,69.0,334,491,432.6666666666667,"api(6), entitlement(5), service(5), provides(4), authorization(4), 10duke(3), trustatom(3), users(3), management(2), services(2)"
Caching,3,56,66,62.333333333333336,341,422,388.6666666666667,"api(4), varnish(4), distributed(3), cache(3), akamai(3), infinispan(2), allows(2), developers(2), projects(2), applications(2)"
RDF,2,91,103,97.0,524,562,543.0,"api(4), database(3), url(3), format(3), dbaas(2), graphdb(2), via(2), provisioning(2), service(2), data(2)"
Spreadsheets,5,48,87,63.6,271,509,376.8,"data(13), api(12), allows(7), access(7), excel(6), developers(5), applications(5), spreadsheets(5), rest(5), users(5)"
Wine,6,85,120,105.83333333333333,408,677,587.8333333333334,"wine(24), api(18), developers(10), search(9), social(9), account(8), wines(5), quini(5), winery(5), reviews(4)"
Bluetooth,2,44,48,46.0,244,258,251.0,"beacon(5), api(3), bluetooth(3), google(2), proximity(2), developers(2), ble(2), beacons(2), orange(2), send(2)"
Gestures,1,42,42,42.0,271,271,271.0,"rithmio(3), developers(2), rest(1), api(1), allows(1), access(1), integrate(1), functionality(1), applications(1), public(1)"
Background,2,76,89,82.5,481,509,495.0,"background(5), api(5), check(3), checks(2), allows(2), applications(2), developers(2), includes(2), add(2), report(2)"
Activity Streams,4,56,90,66.25,310,504,381.0,"api(7), stream(5), allows(4), activities(4), yammer(3), developers(3), activity(3), user(3), information(3), free(3)"
Mashups,2,34,54,44.0,195,303,249.0,"mashit(2), allows(2), developers(2), users(2), use(2), apis(2), api(1), integrate(1), applications(1), tools(1)"
Accessibility,1,50,50,50.0,307,307,307.0,"tenon(2), services(2), accessibility(2), api(1), allows(1), developers(1), integrate(1), applications(1), facilitate(1), testing(1)"
Copyright,1,65,65,65.0,355,355,355.0,"copyleaks(3), plagiarism(2), api(2), services(2), users(2), checker(1), allows(1), developers(1), integrate(1), checking(1)"
Viewer,1,89,89,89.0,531,531,531.0,"services(5), api(5), accusoft(4), cloud(4), viewer(3), acs(3), document(2), allows(2), uses(2), saas(1)"
Availability,1,51,51,51.0,288,288,288.0,"expedia(3), ean(2), api(2), rooms(2), room(1), availability(1), allows(1), developers(1), integrate(1), database(1)"
Comparisons,2,33,61,47.0,212,344,278.0,"api(4), developers(3), expedia(3), ean(2), alternate(2), properties(2), allows(1), integrate(1), database(1), applications(1)"
Datacenter,1,58,58,58.0,354,354,354.0,"github(3), api(2), issues(1), allows(1), developers(1), integrate(1), activity(1), events(1), services(1), applications(1)"
Beer,3,50,117,73.33333333333333,275,591,382.3333333333333,"beer(10), service(5), api(4), store(4), drizly(4), garage(2), developer(2), applications(2), developers(2), new(2)"
Colors,3,64,119,83.66666666666667,311,716,460.0,"api(6), resources(4), colors(3), color(3), validation(3), users(3), colorfy(3), image(2), analysis(2), web(2)"
Modules,1,63,63,63.0,342,342,342.0,"mightycast(2), nex(2), band(2), mods(2), modular(1), wearable(1), connecting(1), users(1), unique(1), interests(1)"
eBooks,3,63,123,85.66666666666667,369,755,499.6666666666667,"ebooks(7), api(7), available(3), educational(3), online(3), applications(3), access(3), account(3), resource(2), platform(2)"
Announcements,1,59,59,59.0,318,318,318.0,"lost(4), found(4), items(3), users(2), internet(1), website(1), people(1), post(1), information(1), pets(1)"
Forums,2,61,63,62.0,350,352,351.0,"forums(5), users(5), license(4), api(3), plates(3), libre(2), allows(2), programmatically(2), plated(2), plate(2)"
Machine-to-Machine,3,79,164,111.66666666666667,421,961,619.0,"sim(8), api(8), devices(6), devicehive(6), users(5), cards(4), card(4), device(4), coswitched(3), control(3)"
Avatars,2,135,135,135.0,760,790,775.0,"living(6), actor(6), api(6), developers(4), online(3), general(3), avatar(3), avatars(2), reduce(2), support(2)"
Meme,2,79,157,118.0,450,816,633.0,"api(6), imgflip(5), make(5), developers(5), memes(4), youth(2), culture(2), site(2), caption(2), gif(2)"
Virtualization,1,82,82,82.0,483,483,483.0,"application(3), ravello(2), allows(2), virtual(2), testing(2), users(2), create(2), developers(1), upload(1), machines(1)"
Tweets,2,58,191,124.5,318,992,655.0,"api(5), pay(5), tweet(5), campaigns(5), tweetable(4), users(4), link(3), access(3), url(3), campaign(3)"
History,1,82,82,82.0,508,508,508.0,"cleveland(2), public(2), history(2), voices(2), state(1), university(1), center(1), digital(1), humanities(1), hosts(1)"
Notes,1,106,106,106.0,613,613,613.0,"gingko(3), information(3), cards(3), api(3), management(2), system(2), part(2), user(2), create(2), personal(1)"
Flowers,1,75,75,75.0,434,434,434.0,"komet(2), sales(2), api(2), integrate(2), specializes(1), solutions(1), flower(1), companies(1), organization(1), based(1)"
Sustainability,1,110,110,110.0,634,634,634.0,"api(4), hosted(2), content(2), spaces(2), materials(2), general(1), services(1), administration(1), sftool(1), provides(1)"
Housing,1,83,83,83.0,424,424,424.0,"placeilive(3), lqi(3), quality(2), life(2), provides(1), detailed(1), insight(1), individual(1), neighborhoods(1), uses(1)"
Dating,2,49,85,67.0,294,481,387.5,"dating(8), api(4), dna(3), social(3), compatibility(3), features(2), networking(2), sites(2), devices(2), facebook(2)"
Postal,5,62,166,91.2,364,1018,554.0,"api(8), tracking(6), addresses(6), provides(5), mail(5), delivery(5), developers(4), new(4), zealand(4), post(4)"
International,2,87,105,96.0,536,610,573.0,"countries(5), database(4), website(3), site(3), users(3), country(3), api(3), commodity(3), trade(3), traffic(2)"
European,1,108,108,108.0,612,612,612.0,"domains(4), api(3), domain(2), allows(2), users(2), automate(2), actions(2), selling(2), internet(1), marketplace(1)"
Recreation,1,54,54,54.0,308,308,308.0,"information(3), ridb(3), api(2), stores(1), federal(1), recreation(1), areas(1), facilities(1), events(1), activities(1)"
French,2,55,63,59.0,287,299,293.0,"hosting(5), gandi(4), api(4), domain(3), may(2), new(2), largely(2), french(2), site(2), provides(1)"
African,1,74,74,74.0,486,486,486.0,"web(2), africa(2), internet(2), privately(1), owned(1), service(1), provider(1), supplies(1), local(1), international(1)"
Polls,1,90,90,90.0,453,453,453.0,"poll(6), everywhere(2), provides(2), access(2), polls(2), responses(2), instant(1), audience(1), feedback(1), matter(1)"
